用户		电影		预测rating		实际rating
52707		1210		5.0		5.0 
52722		6290		2.5		4.5 
52806		2117		4.0		4.0 
52806		1148		3.5		3.0 
52806		1955		4.0		2.0 
52806		5502		3.0		0.5 
52806		31410		4.5		5.0 
52806		1193		3.5		3.5 
52806		5010		4.5		5.0 
52806		4995		4.0		3.5 
52806		3785		2.5		1.5 
52806		3176		3.5		3.0 
52806		1199		4.0		3.5 
52806		1293		4.5		5.0 
52806		272		3.5		5.0 
52806		16		5.0		5.0 
52806		1653		4.0		4.0 
52806		6797		4.0		4.5 
52806		1250		4.0		4.0 
52806		379		4.0		4.5 
52806		1027		3.0		4.5 
52806		47		4.5		5.0 
52806		3578		4.5		4.0 
52806		1302		4.0		3.5 
52806		5418		4.5		4.5 
52806		27846		5.0		5.0 
52806		4262		3.5		4.5 
52806		2191		4.0		4.0 
52806		1208		3.5		3.5 
52806		1101		3.5		3.0 
52806		457		3.5		4.0 
52806		1693		2.5		5.0 
52806		4052		4.0		3.5 
52806		170		3.0		0.5 
52806		111		4.5		3.5 
52806		6537		3.5		3.0 
52806		1214		4.5		4.5 
52806		1090		4.5		4.5 
52806		6711		4.0		4.0 
52806		2710		3.5		3.0 
52806		8207		4.0		4.0 
52806		4963		4.0		3.5 
52806		3527		4.0		4.5 
52806		3783		4.0		4.5 
52806		1676		4.0		4.0 
52806		30812		4.5		5.0 
52806		6539		4.0		4.0 
52806		2054		3.0		3.0 
52806		26819		4.0		4.5 
52806		4816		3.5		3.0 
52806		1282		4.0		1.5 
52806		1259		4.5		4.5 
52806		2528		4.0		4.0 
52806		2329		4.0		3.0 
52806		3300		4.0		4.0 
52806		2997		4.0		3.0 
52806		27822		4.0		3.5 
52806		4226		4.5		5.0 
52882		2302		5.0		5.0 
52882		2268		4.5		4.0 
52882		919		5.0		5.0 
52882		1270		4.5		5.0 
52882		356		5.0		5.0 
52882		3466		4.5		5.0 
52882		42725		5.0		4.5 
52882		1198		5.0		5.0 
52906		48872		4.0		3.5 
52906		2600		4.5		3.5 
52906		1173		4.5		5.0 
52906		1354		5.0		4.5 
52906		4500		4.0		4.5 
52906		3223		4.0		5.0 
52906		4935		4.0		3.5 
52906		59118		4.5		4.0 
52906		30810		4.5		4.0 
52906		8732		4.0		3.5 
52983		6809		4.0		4.5 
52983		53972		4.0		4.0 
52983		6812		4.0		4.5 
52983		52460		5.0		4.5 
52983		4411		4.0		5.0 
52983		4265		4.0		4.0 
52983		45503		4.0		4.5 
52983		46530		3.5		4.0 
52983		26249		4.0		4.0 
52983		5418		4.0		4.0 
52983		8334		4.0		5.0 
52983		4577		4.0		3.5 
53192		4005		4.5		5.0 
53192		3633		4.5		4.0 
53192		2376		4.5		5.0 
53192		2718		4.5		5.0 
53192		7569		4.0		4.0 
53192		2949		4.5		4.0 
53379		50798		2.5		1.0 
53379		700		3.5		5.0 
53379		47264		2.5		2.5 
53429		353		5.0		5.0 
53558		55419		4.0		4.5 
53610		39446		3.5		3.5 
53859		4052		4.0		4.5 
53859		33004		3.5		2.0 
53859		1597		4.0		5.0 
53859		34072		4.5		4.0 
53859		924		4.5		3.5 
53859		2843		4.0		5.0 
53859		5618		4.0		4.0 
53859		5995		4.0		5.0 
53859		1089		4.5		5.0 
54060		45517		2.5		4.0 
54066		38061		4.5		4.5 
54066		6954		4.5		4.0 
54087		377		5.0		4.0 
54087		5008		4.5		4.5 
54087		587		5.0		4.0 
54113		56757		5.0		2.0 
54142		45720		2.5		1.0 
54217		8950		3.5		4.0 
54217		55553		3.5		3.0 
54217		7347		3.5		2.5 
54217		7151		4.0		2.5 
54217		318		4.0		4.5 
54262		35836		0.5		0.5 
54371		1198		5.0		5.0 
54550		1923		2.0		4.5 
54650		50		5.0		5.0 
54650		5690		5.0		5.0 
54650		51084		4.5		3.0 
54716		54881		4.5		4.5 
54716		55052		4.5		4.5 
54716		55363		5.0		4.5 
54786		4878		5.0		5.0 
54876		57669		3.5		3.0 
55193		4002		4.0		3.5 
55414		3275		3.0		3.5 
55414		59590		3.5		4.0 
55414		1234		4.5		4.5 
55414		8376		2.5		0.5 
55414		58103		3.0		3.5 
55590		6857		4.0		4.0 
55590		1274		3.5		2.0 
55590		5952		3.0		1.0 
55590		924		3.0		1.0 
55590		5782		3.5		5.0 
55590		6539		4.0		4.0 
55590		2571		4.0		5.0 
55590		7022		5.0		5.0 
55620		38061		2.5		4.0 
55699		56782		3.5		4.5 
55699		4776		4.0		4.5 
55699		2871		3.5		3.5 
55699		1242		3.5		3.0 
55699		46530		3.5		1.0 
55699		1344		4.0		5.0 
55699		55118		4.5		5.0 
55699		2143		4.0		3.5 
55699		6537		3.0		0.5 
55699		5010		4.0		3.5 
55699		3535		3.5		3.5 
55699		6708		3.0		4.0 
55699		260		3.5		3.0 
55699		33162		4.0		4.5 
55699		3275		3.5		5.0 
55840		2791		2.5		2.0 
55840		2423		3.5		4.5 
55840		43919		1.0		1.0 
55840		34332		3.0		3.0 
55840		1266		3.0		4.0 
55840		42738		3.5		4.5 
55840		541		2.5		4.5 
55840		40732		2.5		1.5 
55840		45517		2.5		4.5 
55840		31804		2.5		3.0 
55840		1343		3.5		3.0 
55841		2355		4.0		4.0 
55841		4886		5.0		5.0 
55841		2571		5.0		5.0 
55841		50		5.0		4.5 
55865		33830		4.5		5.0 
55865		8605		4.5		5.0 
55865		43917		4.5		4.0 
55865		46335		4.5		4.5 
55865		1220		3.5		4.0 
55865		6383		5.0		5.0 
55865		466		4.0		3.5 
55865		648		4.0		3.5 
55865		541		4.5		2.0 
55865		1100		4.5		5.0 
55865		8604		4.5		5.0 
55865		7300		4.5		4.5 
55865		4369		5.0		4.5 
55865		6378		4.5		5.0 
55865		31367		4.5		5.0 
55865		6550		4.0		3.0 
55865		5418		4.5		4.5 
55865		1429		5.0		4.5 
55935		56367		5.0		4.5 
55935		55276		3.5		4.0 
55992		6754		2.5		4.0 
56030		3052		3.0		3.0 
56030		38038		4.5		3.0 
56030		6807		4.0		4.5 
56030		3101		4.0		2.5 
56030		1676		3.0		3.5 
56030		2006		2.5		2.5 
56030		1639		4.0		4.0 
56030		1485		2.5		3.0 
56030		2011		3.5		2.5 
56030		1219		3.5		3.5 
56030		6218		4.0		4.0 
56030		3176		4.0		4.0 
56044		1209		3.5		4.5 
56091		6037		5.0		5.0 
56091		65006		4.5		4.0 
56215		60753		2.5		4.5 
56345		2396		4.0		3.5 
56345		3000		4.0		4.0 
56345		1207		4.0		4.0 
56345		5971		4.5		5.0 
56345		30749		4.5		4.5 
56345		597		3.0		2.5 
56345		5291		4.0		3.5 
56345		21		4.0		3.5 
56345		7153		3.5		3.5 
56345		5690		4.5		5.0 
56345		208		4.5		3.0 
56345		2716		4.0		4.5 
56345		288		3.5		3.0 
56345		364		3.0		3.0 
56345		5618		5.0		4.5 
56345		2692		4.5		4.5 
56345		17		4.0		3.0 
56345		1214		4.0		3.5 
56345		367		4.0		3.5 
56345		54272		4.0		4.0 
56345		1148		4.5		5.0 
56345		904		4.5		4.5 
56345		31658		4.0		4.5 
56345		2628		3.5		4.0 
56345		1267		4.5		4.0 
56345		110		3.5		3.5 
56345		1		4.0		3.0 
56345		339		3.0		3.0 
56345		1196		4.5		3.5 
56354		6365		4.5		4.5 
56354		344		5.0		5.0 
56354		4011		4.0		4.5 
56354		296		5.0		4.5 
56472		3285		5.0		5.0 
56472		5989		4.0		4.5 
56561		6902		5.0		5.0 
56568		4378		2.5		4.5 
56620		33880		2.5		0.5 
56896		44761		4.5		5.0 
56896		2804		4.5		5.0 
57018		3578		2.5		3.0 
57018		3006		3.0		3.0 
57018		4995		3.0		3.5 
57018		33660		3.5		3.5 
57022		32587		4.0		3.5 
57022		8781		3.5		3.5 
57035		46976		4.0		5.0 
57035		45668		4.0		4.0 
57035		48780		3.5		4.0 
57035		33162		5.0		5.0 
57035		48982		5.0		4.5 
57050		468		0.5		5.0 
57051		7147		4.0		4.5 
57051		314		4.5		5.0 
57120		27905		5.0		0.5 
57127		3910		5.0		5.0 
57127		1407		4.5		4.5 
57127		527		5.0		5.0 
57127		750		4.0		4.0 
57127		55247		4.0		4.0 
57127		2991		3.5		3.5 
57127		48738		4.5		4.5 
57127		54503		4.5		4.5 
57127		6016		5.0		5.0 
57127		5890		4.0		4.5 
57127		4103		4.5		4.5 
57127		1291		4.5		4.0 
57127		59615		4.5		4.0 
57127		8254		5.0		1.5 
57127		2707		5.0		5.0 
57127		318		5.0		5.0 
57127		541		3.5		4.0 
57127		52604		5.0		4.5 
57127		36529		5.0		5.0 
57127		50872		5.0		5.0 
57127		31410		4.0		4.0 
57127		30749		5.0		5.0 
57127		53894		4.5		5.0 
57138		36517		3.0		4.5 
57249		1307		5.0		5.0 
57249		916		5.0		5.0 
57249		1035		5.0		5.0 
57274		7932		5.0		5.0 
57274		27878		5.0		5.0 
57315		293		2.5		4.0 
57475		2542		4.0		3.5 
57512		27584		4.0		4.0 
57512		37727		4.0		1.0 
57620		4978		2.5		4.5 
57912		3793		5.0		5.0 
57912		1		5.0		5.0 
57912		46322		5.0		4.5 
57973		7137		3.5		3.5 
57973		2881		4.0		4.0 
57973		2316		3.0		4.0 
57973		4308		4.5		4.0 
57973		5989		3.5		3.5 
57973		45722		4.5		4.0 
57973		8943		4.0		3.5 
57973		27821		3.5		3.5 
57973		6953		4.0		4.0 
57973		7450		3.5		3.5 
57973		7293		2.5		3.5 
57973		3752		3.0		3.5 
57977		7981		2.5		4.0 
57977		6380		2.5		2.5 
58087		7624		2.5		4.0 
58160		59118		4.0		4.5 
58160		2908		4.0		4.5 
58160		3271		4.0		4.0 
58160		4778		4.0		4.0 
58160		1734		4.0		4.0 
58160		1207		5.0		5.0 
58160		920		5.0		4.5 
58160		4976		4.0		4.5 
58160		5992		3.5		4.0 
58160		1307		4.5		4.0 
58160		2085		3.5		4.0 
58160		2284		3.5		5.0 
58160		4272		4.0		4.0 
58160		6682		4.0		5.0 
58160		8464		4.5		4.5 
58160		2333		5.0		4.5 
58160		5498		5.0		5.0 
58160		27391		4.0		4.5 
58160		345		4.0		4.0 
58160		48774		4.0		4.0 
58160		242		4.0		4.5 
58160		1203		5.0		4.5 
58160		906		4.0		3.5 
58160		59607		4.0		4.5 
58160		7572		4.0		5.0 
58160		994		4.0		3.5 
58160		4979		4.0		4.0 
58160		8951		4.5		5.0 
58160		6377		5.0		4.5 
58160		2929		3.5		4.0 
58160		52975		4.5		4.5 
58160		4484		4.0		4.0 
58160		36		4.5		4.0 
58160		38886		3.5		4.0 
58160		3751		4.5		5.0 
58160		27803		4.0		4.0 
58160		56333		4.0		4.0 
58160		43333		3.0		4.0 
58160		3854		5.0		4.5 
58160		8011		4.5		4.5 
58160		55814		3.5		4.0 
58160		326		4.0		4.0 
58160		50872		3.5		4.0 
58160		8966		5.0		5.0 
58160		8873		4.0		4.5 
58160		35		4.0		4.0 
58203		32584		5.0		3.0 
58561		41571		4.5		4.5 
58577		6890		2.5		5.0 
58613		6291		2.5		5.0 
58657		6711		4.5		5.0 
58709		36517		4.5		3.0 
58763		44665		2.5		4.0 
58895		8874		3.5		5.0 
59012		4105		4.5		4.0 
59012		5618		3.0		3.5 
59012		1320		4.0		4.0 
59012		1080		4.5		4.0 
59012		4973		4.5		4.5 
59012		7361		4.5		4.5 
59012		296		4.5		4.0 
59012		47		4.0		4.0 
59050		1225		3.5		3.5 
59086		5632		2.5		4.0 
59092		49274		4.0		4.0 
59092		2010		5.0		5.0 
59092		45431		3.0		1.0 
59092		48997		4.0		5.0 
59092		3052		4.0		5.0 
59092		318		3.5		2.5 
59092		3994		4.5		5.0 
59092		6713		3.5		4.0 
59092		4973		4.5		5.0 
59092		33493		3.5		3.5 
59092		2926		4.0		5.0 
59092		41716		4.0		4.0 
59092		1217		4.5		5.0 
59092		6541		3.5		2.5 
59092		594		3.5		4.0 
59092		2369		4.5		3.0 
59092		48043		3.0		3.0 
59092		47610		4.0		4.0 
59092		2700		5.0		5.0 
59092		1932		4.0		4.5 
59092		4446		5.0		4.0 
59092		1136		4.5		5.0 
59092		5072		5.0		5.0 
59092		1		4.0		4.0 
59092		4734		4.0		5.0 
59092		2657		4.5		5.0 
59092		1028		4.5		4.0 
59092		27801		4.0		4.0 
59092		4980		2.5		4.0 
59092		5291		4.0		4.0 
59092		6534		4.0		4.5 
59092		1380		4.0		5.0 
59092		1722		3.0		3.0 
59092		2502		4.5		5.0 
59092		4571		4.0		4.0 
59092		500		4.0		4.0 
59092		3000		4.5		4.5 
59092		4993		4.5		4.5 
59092		2644		3.5		2.0 
59092		1168		4.0		1.0 
59092		2398		4.5		5.0 
59092		953		4.5		5.0 
59092		2624		4.5		5.0 
59092		8607		5.0		5.0 
59092		48385		3.0		2.0 
59092		30803		4.0		5.0 
59092		46578		4.0		5.0 
59092		52722		3.0		2.5 
59092		1333		4.0		5.0 
59092		46976		4.5		4.5 
59092		5952		4.0		4.5 
59092		26152		3.0		2.0 
59092		942		3.5		4.0 
59092		8633		4.0		2.0 
59092		4936		4.0		5.0 
59092		5349		3.0		2.0 
59092		1210		4.0		3.0 
59092		7485		4.0		4.5 
59092		42738		3.0		2.5 
59092		1203		4.5		5.0 
59092		2804		5.0		4.5 
59092		969		4.5		5.0 
59092		25		4.5		4.0 
59092		6218		4.0		5.0 
59092		4306		4.0		4.0 
59092		1321		4.5		5.0 
59092		1193		4.5		5.0 
59092		2959		4.5		5.0 
59092		3087		5.0		5.0 
59092		4133		2.5		3.0 
59092		367		4.0		3.0 
59092		2716		2.5		5.0 
59092		741		4.5		4.5 
59092		59731		3.5		3.0 
59092		904		4.5		5.0 
59092		5146		4.5		5.0 
59092		8360		3.5		3.0 
59092		1198		4.5		4.0 
59092		1393		3.0		5.0 
59092		5444		3.5		4.0 
59092		6157		3.0		1.5 
59092		922		4.0		5.0 
59092		35836		4.0		4.0 
59092		5026		4.0		5.0 
59092		26662		4.0		5.0 
59148		2012		4.5		2.5 
59165		5218		5.0		5.0 
59165		8361		5.0		5.0 
59165		4995		5.0		5.0 
59165		3967		5.0		5.0 
59165		5377		5.0		5.0 
59165		6942		5.0		5.0 
59165		2571		5.0		5.0 
59299		54978		3.5		4.0 
59311		59026		4.0		4.0 
59327		16		2.5		3.0 
59327		5952		2.5		1.5 
59349		4034		2.5		4.5 
59358		48043		2.5		0.5 
59389		610		4.5		4.5 
59389		2105		4.5		4.5 
59401		6218		4.0		4.0 
59401		40629		5.0		4.5 
59401		4973		5.0		5.0 
59401		2628		3.5		3.0 
59401		3534		4.0		4.0 
59401		3967		4.5		5.0 
59401		517		3.5		3.5 
59401		4782		2.0		3.5 
59401		46578		5.0		4.5 
59401		2692		4.0		4.0 
59401		951		5.0		5.0 
59401		4326		4.5		4.5 
59401		2731		5.0		5.0 
59401		1061		4.5		4.0 
59444		25891		3.5		4.0 
59462		7317		2.5		4.5 
59468		42730		3.0		4.0 
59468		5021		3.5		3.5 
59496		3875		5.0		4.0 
59499		253		4.5		4.5 
59499		5445		4.5		4.5 
59499		48516		4.0		4.5 
59499		296		5.0		5.0 
59529		6305		4.0		4.0 
59529		2009		4.0		4.5 
59529		1875		4.0		4.0 
59529		2571		4.0		4.5 
59529		1285		3.5		3.5 
59557		1252		4.5		5.0 
59577		555		5.0		5.0 
59577		589		5.0		5.0 
59686		52722		2.5		2.5 
59738		8464		4.0		4.0 
59894		8665		4.5		4.5 
60158		7153		5.0		4.5 
60158		8360		4.5		5.0 
60158		1214		5.0		5.0 
60158		1274		5.0		5.0 
60166		53125		2.5		0.5 
60190		40614		4.5		3.0 
60190		318		4.5		4.5 
60296		74		4.0		4.0 
60296		31427		4.0		3.0 
60307		2810		4.5		4.0 
60307		1212		3.5		3.0 
60307		27904		4.5		4.5 
60316		8491		3.5		5.0 
60316		2490		4.5		4.0 
60316		2087		4.0		3.5 
60374		608		4.0		4.5 
60374		3671		4.0		4.0 
60374		31193		3.5		3.0 
60374		8957		4.0		4.5 
60374		34437		4.0		3.5 
60374		1093		3.5		4.0 
60374		4886		3.5		4.0 
60374		6016		4.0		4.0 
60374		2959		4.0		5.0 
60374		1721		3.5		2.5 
60374		2023		3.5		3.5 
60374		912		4.0		3.5 
60374		40966		3.5		3.5 
60374		4027		4.0		4.0 
60374		4011		4.0		4.5 
60374		7044		4.0		3.0 
60374		1061		4.0		4.5 
60510		367		4.0		3.5 
60515		63992		2.5		5.0 
60564		6708		4.0		4.0 
60661		27317		5.0		4.5 
60713		1649		3.5		3.0 
60713		2105		4.5		2.5 
60713		1096		3.5		4.0 
60713		5288		5.0		4.5 
60713		6775		4.0		4.5 
60713		2064		4.5		5.0 
60713		6935		5.0		5.0 
60713		7489		4.0		4.5 
60713		5669		4.5		5.0 
60713		5619		4.0		4.5 
60713		7560		5.0		4.5 
60713		1271		3.5		3.0 
60713		2542		3.5		2.0 
60713		448		4.0		5.0 
60713		41527		5.0		4.0 
60713		1653		4.5		5.0 
60713		8147		4.0		3.5 
60713		8622		4.5		4.5 
60713		6676		4.0		5.0 
60713		36276		4.0		3.0 
60713		4967		4.0		5.0 
60713		5817		4.5		5.0 
60713		1080		4.5		5.0 
60713		46559		4.5		4.5 
60713		3379		4.0		3.5 
60713		6235		4.0		5.0 
60713		233		4.5		4.5 
60713		1136		4.5		4.5 
60713		3037		5.0		5.0 
60713		2502		4.5		4.5 
60713		3148		4.0		4.0 
60716		5016		4.0		4.0 
60716		5992		5.0		4.5 
60863		2571		5.0		4.5 
60863		260		5.0		5.0 
60890		7934		4.0		4.0 
60901		34162		3.5		3.5 
60958		595		4.0		4.5 
60958		4226		4.5		4.5 
61137		30707		4.0		4.5 
61137		750		3.0		3.5 
61137		5946		3.5		4.0 
61137		4327		4.0		5.0 
61240		2160		5.0		4.5 
61240		735		4.5		5.0 
61352		1833		3.5		4.0 
61352		1876		5.0		4.5 
61352		2420		4.0		2.5 
61352		587		4.5		5.0 
61352		7143		4.5		5.0 
61352		1035		4.0		4.5 
61352		150		4.0		4.0 
61352		27815		4.0		5.0 
61352		5570		4.0		4.0 
61352		1438		4.5		3.0 
61400		50011		4.5		4.5 
61436		5060		2.5		4.0 
61592		5014		4.0		4.0 
61836		5299		3.5		3.0 
61836		2797		3.5		3.0 
61869		4344		3.5		2.5 
61869		56156		2.5		2.5 
61869		223		4.0		4.0 
61869		48997		4.0		3.5 
61869		1193		4.5		4.5 
61869		3160		4.5		5.0 
61869		2329		4.5		4.5 
61869		6711		3.5		3.5 
61869		296		4.5		4.5 
61869		58295		3.5		3.0 
61869		47465		3.5		4.5 
61869		4641		4.0		4.0 
61869		1747		4.5		4.0 
61869		2952		3.5		4.0 
61869		1682		4.0		4.0 
61869		555		4.5		4.0 
61869		3476		4.0		4.0 
61869		45431		3.0		3.0 
61869		31658		3.5		3.0 
61869		8951		4.0		4.0 
61869		4226		4.5		4.5 
61869		5619		2.0		4.0 
61869		1080		3.5		3.5 
61869		858		4.5		4.5 
61869		6773		4.0		4.5 
61869		4036		3.5		4.0 
61869		1233		4.5		5.0 
61869		2624		4.5		4.5 
61869		2542		4.0		4.0 
61869		2138		3.5		4.0 
61869		541		4.5		4.0 
61869		1921		4.5		5.0 
61869		7451		3.0		2.5 
61869		55830		3.5		3.5 
61869		1590		3.5		3.5 
61869		3328		4.0		4.5 
61869		837		3.5		3.0 
61869		58103		2.5		2.5 
61869		1212		3.5		4.5 
61869		2502		4.5		4.5 
61869		1208		4.0		4.5 
61869		500		3.0		2.5 
61869		27005		3.5		4.0 
61869		2672		4.5		4.0 
61869		4027		4.0		4.0 
61869		1748		4.0		4.5 
61869		3176		4.5		4.0 
61869		3569		3.5		4.5 
61869		994		4.5		4.0 
61869		51255		4.0		4.0 
61869		356		3.5		2.5 
61869		44665		3.0		3.0 
61869		48774		4.0		3.5 
61869		318		3.5		3.5 
61869		3150		3.5		4.0 
61869		58025		3.5		2.0 
61869		59784		2.0		3.5 
61869		34405		3.5		3.0 
61869		7034		3.0		3.5 
61869		48394		4.5		4.0 
61869		48043		3.0		3.0 
61869		44788		3.5		4.0 
61869		60069		4.0		3.5 
61869		3535		4.0		4.0 
61869		750		4.5		5.0 
61869		1206		4.5		4.5 
61869		56563		3.5		3.0 
61869		1222		4.0		4.5 
61869		1676		3.0		3.0 
61869		2360		4.5		5.0 
61869		59295		3.5		1.0 
61869		2444		3.5		4.0 
61869		44191		3.5		3.5 
61869		2028		4.0		4.0 
61869		4262		3.5		3.5 
61869		8464		4.0		4.0 
61869		48262		3.5		3.0 
61869		1223		4.5		4.0 
61875		1431		4.0		1.5 
61879		2571		3.5		5.0 
61879		1527		4.0		3.0 
61910		1222		5.0		4.0 
61968		3081		4.0		4.0 
62012		2628		4.0		4.0 
62012		1136		4.0		4.0 
62012		110		4.0		5.0 
62012		33493		4.5		4.5 
62012		1408		4.5		4.0 
62012		3827		4.0		4.0 
62012		357		4.5		4.5 
62012		4896		4.5		5.0 
62012		4312		4.0		4.0 
62012		1907		4.0		4.0 
62012		1721		4.0		3.5 
62012		1080		4.0		4.5 
62012		1196		3.5		4.0 
62012		1210		4.0		4.0 
62012		40629		3.5		4.0 
62012		2687		4.0		4.5 
62012		5069		3.5		3.5 
62012		1580		4.5		3.5 
62012		1274		4.0		2.0 
62012		2054		3.5		3.0 
62014		3949		4.5		5.0 
62055		922		5.0		5.0 
62055		920		5.0		5.0 
62055		4359		4.5		4.0 
62055		918		4.5		3.0 
62252		5013		4.5		4.5 
62323		7483		2.5		4.5 
62323		36517		2.5		3.5 
62348		2607		3.5		3.0 
62348		1046		3.5		4.0 
62474		1077		3.0		3.0 
62474		2081		3.5		4.0 
62547		1196		4.5		4.0 
62691		27831		5.0		4.5 
62819		3000		4.0		4.5 
62819		1089		4.0		3.5 
62819		31658		4.5		4.5 
62847		920		5.0		5.0 
62847		1061		4.0		4.0 
62847		7		4.5		3.5 
62847		3418		4.0		4.0 
62880		27808		3.5		4.0 
62880		32017		3.0		2.5 
63198		47610		4.5		3.5 
63198		3578		5.0		5.0 
63198		2997		4.5		4.5 
63198		45186		4.0		3.5 
63198		303		4.5		3.5 
63198		4299		5.0		4.5 
63213		44195		4.5		3.5 
63213		7323		4.5		4.5 
63347		2316		2.5		2.5 
63347		376		3.5		2.5 
63347		1892		3.0		2.5 
63347		40815		2.5		2.5 
63347		48560		3.5		3.5 
63347		27721		3.0		4.0 
63347		5791		4.0		4.0 
63347		4239		2.5		2.0 
63347		4169		3.0		2.5 
63347		5630		2.5		3.5 
63347		1584		3.0		3.0 
63347		6711		3.5		3.5 
63347		54001		2.5		3.0 
63347		5952		2.5		2.5 
63347		2390		3.0		2.5 
63347		46976		3.5		3.5 
63347		185		3.0		2.5 
63347		3969		3.0		3.0 
63347		3897		4.0		4.0 
63347		5316		3.0		2.5 
63347		48774		3.5		3.5 
63347		5992		4.0		4.0 
63347		2959		4.0		4.0 
63347		4148		2.5		3.0 
63347		45880		2.5		3.0 
63347		1721		3.0		2.5 
63347		48997		2.5		5.0 
63347		27706		2.5		2.5 
63347		4874		3.5		3.0 
63347		4370		2.0		2.5 
63347		7151		3.0		3.0 
63347		2337		3.0		4.0 
63347		2291		3.5		3.5 
63347		4878		3.5		4.0 
63347		3160		3.5		3.0 
63347		49286		3.5		2.5 
63347		4014		3.0		3.0 
63347		30793		2.5		2.5 
63347		7361		3.5		4.0 
63347		37729		2.5		3.0 
63347		7265		2.5		3.5 
63347		7147		3.5		4.0 
63347		8667		3.5		3.5 
63347		3534		2.5		2.5 
63347		5668		3.0		3.5 
63395		2160		4.0		5.0 
63395		2081		3.5		3.0 
63395		2761		4.0		4.5 
63395		40815		4.0		3.5 
63458		750		5.0		4.5 
63458		4226		4.5		4.5 
63578		6289		2.5		2.0 
63594		5607		4.0		4.5 
63594		32392		4.0		4.5 
63594		54272		4.5		5.0 
63637		41569		2.5		3.5 
63725		1291		3.5		4.5 
63725		750		3.5		5.0 
63725		3181		4.0		4.5 
63725		1374		4.0		5.0 
63725		5378		3.0		3.0 
63725		513		3.5		3.0 
63725		1954		3.5		4.0 
63725		4638		3.5		3.0 
63725		8813		3.5		4.0 
63725		6966		3.5		3.5 
63725		1214		4.0		4.0 
63725		1198		4.0		5.0 
63725		45880		4.0		4.0 
63725		50274		3.5		4.0 
63725		1372		4.5		4.0 
63725		41569		4.0		1.0 
63725		4642		4.0		5.0 
63725		8725		3.5		3.5 
63725		7265		3.5		3.0 
63725		480		4.0		4.5 
63725		1387		4.5		4.5 
63725		3213		4.5		4.0 
63725		33794		4.0		4.5 
63725		33493		3.5		4.0 
63991		40732		4.5		4.0 
64294		50872		4.0		5.0 
64294		6537		3.5		3.5 
64294		367		3.5		3.0 
64294		4306		3.0		3.5 
64294		4896		3.5		2.5 
64294		1721		3.0		3.0 
64294		7147		2.5		2.5 
64344		6784		4.5		4.0 
64344		2329		5.0		5.0 
64344		26258		4.5		4.5 
64344		6540		4.5		4.5 
64344		6016		5.0		5.0 
64363		6874		4.0		3.5 
64363		4369		4.5		3.5 
64363		2706		3.0		4.0 
64363		39052		4.0		4.0 
64363		4896		3.5		3.0 
64363		3082		3.5		4.0 
64363		44022		4.0		4.0 
64363		2948		3.5		3.0 
64363		60074		4.0		3.5 
64363		59615		3.0		2.5 
64363		3916		3.5		4.5 
64363		7048		3.5		4.5 
64363		6333		3.5		3.5 
64363		5445		3.5		4.0 
64363		58295		3.5		4.5 
64363		41997		3.5		3.0 
64363		5574		4.0		4.0 
64363		6265		3.5		3.5 
64423		2275		2.5		5.0 
64472		36401		4.5		4.0 
64500		1		3.5		3.5 
64500		1333		3.5		3.5 
64500		2628		2.5		3.0 
64500		5378		2.0		2.5 
64500		902		2.5		2.5 
64534		8798		2.5		4.0 
64540		1544		2.5		2.5 
64540		2000		3.0		2.5 
64540		158		2.5		2.0 
64540		500		3.0		2.5 
64540		3527		2.0		1.5 
64540		26662		3.0		3.5 
64540		2100		1.0		2.5 
64540		95		2.5		2.5 
64540		62		2.5		1.5 
64540		26084		2.5		4.0 
64540		420		1.0		1.5 
64540		1183		2.5		3.0 
64540		1199		3.0		4.5 
64540		410		2.5		1.5 
64540		1320		2.5		2.0 
64540		2081		3.0		3.0 
64540		953		3.0		4.0 
64540		10		2.5		2.5 
64540		5602		3.5		3.5 
64540		1307		3.0		3.0 
64540		508		2.5		3.5 
64540		440		2.0		2.5 
64540		5349		2.5		3.0 
64540		34338		2.5		2.0 
64560		44665		2.5		4.5 
64581		34323		2.5		3.5 
64642		62849		4.5		5.0 
64642		47330		4.5		4.0 
64821		1175		4.0		5.0 
64821		3968		4.0		2.0 
64821		5054		4.0		4.0 
64821		3696		4.0		4.0 
64821		4411		3.0		3.0 
64821		924		4.0		4.0 
64821		4734		4.5		5.0 
64821		6774		5.0		4.0 
64821		1921		3.5		4.0 
64821		3671		4.0		4.0 
64821		1214		3.5		3.0 
64821		4092		4.0		3.5 
64821		260		4.5		5.0 
64821		327		3.5		4.0 
64821		2021		3.0		2.0 
64821		4533		4.5		4.5 
64821		7481		3.5		3.0 
64821		2762		4.0		4.5 
64821		1210		3.5		2.0 
64821		8167		4.5		4.0 
64821		1376		3.0		3.0 
64821		3681		4.5		5.0 
64821		2986		2.5		3.0 
64821		1240		4.5		5.0 
64821		435		2.5		4.0 
64821		32		4.0		4.0 
64821		7373		3.5		4.0 
64821		1527		4.5		4.0 
64821		1374		4.5		5.0 
64821		3093		4.0		3.0 
64821		4084		3.5		1.0 
64821		6078		5.0		3.0 
64821		1275		5.0		5.0 
64821		541		4.5		5.0 
64821		7075		4.0		4.5 
64821		1266		4.0		5.0 
64821		1129		1.5		4.0 
64821		1199		4.5		5.0 
64821		829		4.0		3.5 
64821		4713		5.0		4.0 
64821		3527		3.5		3.0 
64821		7812		4.0		3.5 
64821		5789		4.0		2.0 
